name,state,faa
De Kalb Taylor Municipal Airport,IL,DKB
Erie Municipal Airport,CO,EIK
Fresno Chandler Executive Airport,CA,FCH
Montgomery County Airpark,MD,GAI
Gila Bend Municipal Airport,AZ,E63
Pine Mountain Lake Airport,CA,E45
Healdsburg Municipal Airport,CA,HES
Southwest Washington Regional Airport,WA,KLS
Kern Valley Airport,CA,L05
Luray Caverns Airport,VA,W45
Mankato Regional Airport,MN,MKT
Merritt Island Airport,FL,COI
Sullivan County Intl,NY,MSV
Brunswick County Airport,NC,SUT
Okeechobee County Airport,FL,OBE
Oneonta Municipal Airport,NY,N66
Grand Glaize Osage Beach Airport,MO,K15
Waterbury Oxford Airport,CT,OXC
Jefferson County Intl,WA,0S9
Hanover County Municipal Airport,VA,OFP
Finger Lakes Regional Airport,NY,0G7
Springdale Municipal Airport,AR,ASG
St Johns Industrial Air Park,AZ,SJN
Steamboat Springs Bob Adams Field,CO,SBS
Stephenville Clark Regional Airport,TX,SEP
Tehachapi Municipal Airport,CA,TSP
Twentynine Palms Airport,CA,TNP
Cable Airport,CA,CCB
Pearson Field,WA,VUO
Waycross Ware County Airport,GA,AYS
Colonel James Jabara Airport,KS,AAO
Zephyrhills Municipal Airport,FL,ZPH
Dodge City Regional Airport,KS,DDC
Boone County Airport,AR,HRO
Sheridan County Airport,WY,SHR
Valdosta Regional Airport,GA,VLD
Wright-Patterson Air Force Base,OH,FFO
Lackland Air Force Base,TX,SKF
Purdue University Airport,IN,LAF
Muskegon County Airport,MI,MKG
Miramar Marine Corps Air Station - Mitscher Field,CA,NKX
Bob Sikes Airport,FL,CEW
Springfield-Beckley Municipal Airport,OH,SGH
Yellowstone Regional Airport,WY,COD
Fort Stockton Pecos County Airport,TX,FST
Friedman Memorial Airport,ID,SUN
Huntsville Regional Airport,TX,UTS
Cox Field,TX,PRX
Ada Regional Airport,OK,ADH
Auburn Lewiston Municipal Airport,ME,LEW
Lakeway Airpark,TX,3R9
M. Graham Clark Downtown Airport,MO,PLK
Caldwell Industrial Airport,ID,EUL
Cherokee County Airport,GA,CNI
Cloverdale Municipal Airport,CA,O60
Meadow Lake Airport,CO,FLY
Colusa County Airport,CA,O08
Delaware Municipal Airport,OH,DLZ
Driggs Reed Memorial Airport,ID,DIJ
Farmville Regional Airport,VA,FVX
Fort Worth Spinks Airport,TX,FWS
Shannon Airport,VA,EZF
Oswego County Airport,NY,FZY
Sussex County Airport,DE,GED
Great Bend Municipal Airport,KS,GBD
Houston Executive Airport,TX,TME
Madison County Executive Airport-Tom Sharp Jr Field,AL,MDQ
Westover Field Amador County Airport,CA,JAQ
Jefferson City Memorial Airport,MO,JEF
Mesa Del Rey Airport,CA,KIC
La Junta Municipal Airport,CO,LHX
General Dewitt Spain Airport,TN,M01
Mesquite Airport,NV,67L
Mexico Memorial Airport,MO,MYJ
Midland Airpark,TX,MDD
Milford Municipal-Ben and Judy Briscoe Field,UT,MLF
Orange Municipal Airport,MA,ORE
Sky Manor Airport,NJ,N40
Pierce County-Thun Field,WA,PLU
Skyhaven Airport,NH,DAW
Rolla National Airport,MO,VIH
Roseburg Regional Airport,OR,RBG
Boerne Stage Field,TX,5C1
Bomar Field Shelbyville Municipal Airport,TN,SYI
Sikeston Memorial Municipal Airport,MO,SIK
Bay Bridge Airport,MD,W29
Sulphur Springs Municipal Airport,TX,SLR
Francis S Gabreski Airport,NY,FOK
Williston Municipal Airport,FL,X60
Bert Mooney Airport,MT,BTM
Cape Girardeau Regional Airport,MO,CGI
Sierra Vista Municipal Libby Army Air Field,AZ,FHU
Adirondack Regional Airport,NY,SLK
Victoria Regional Airport,TX,VCT
Plattsburgh Intl,NY,PBG
Martin State Airport,MD,MTN
Las Cruces Intl,NM,LRU
Terre Haute International Hulman Field,IN,HUF
Jackson County Reynolds Field,MI,JXN
Nellis Air Force Base,NV,LSV
St Louis Regional Airport,IL,ALN
Quonset State Airport,RI,OQU
Homer Airport,AK,HOM
Greenbrier Valley Airport,WV,LWB
McCall Municipal Airport,ID,MYL
Ponca City Regional Airport,OK,PNC
Ames Municipal Airport,IA,AMW
Aeroflex-Andover Airport,NJ,12N
Bartow Municipal Airport,FL,BOW
Virginia Tech Montgomery Executive Airport,VA,BCB
Bolingbrook's Clow Intl,IL,1C5
Cambridge Dorchester Airport,MD,CGE
Chatham Municipal Airport,MA,CQX
Waukegan National Airport,IL,UGN
Clearwater Air Park,FL,CLW
Oconee County Regional Airport,SC,CEU
Airglades Airport,FL,2IS
Bowers Field,WA,ELN
Firebaugh Airport,CA,F34
Northeast Alabama Regional Airport,AL,GAD
Hesperia Airport,CA,L26
Ken Jernstedt Airfield,OR,4S2
Ingalls Field,VA,HSP
Jean Airport,NV,0L7
Kennett Memorial Airport,MO,TKX
Crest Airpark,WA,S36
Lawrence Municipal Airport,KS,LWC
Lebanon State Airport,OR,S30
Lincoln Park Airport,NJ,N07
Nehalem Bay State Airport,OR,3S7
Marina Municipal Airport,CA,OAR
New Smyrna Beach Municipal Airport,FL,EVB
Plum Island Airport,MA,2B2
Ocean City Municipal Airport,MD,OXB
Millard Airport,NE,MLE
Owatonna Degner Regional Airport,MN,OWA
Dinwiddie County Airport,VA,PTB
Hale County Airport,TX,PVW
Pompano Beach Airpark,FL,PMP
Rockwall Municipal Airport,TX,F46
Sanderson Field,WA,SHN
Shreveport Downtown Airport,LA,DTN
Southbridge Municipal Airport,MA,3B0
Stafford Regional Airport,VA,RMN
Peter O Knight Airport,FL,TPF
Tri-State/Milton J. Ferguson Field,WV,HTS
Southeast Iowa Regional Airport,IA,BRL
Jonesboro Municipal Airport,AR,JBR
Morgantown Municipal Walter L. Bill Hart Field,WV,MGW
Mid Ohio Valley Regional Airport,WV,PKB
Northern Maine Regional Airport at Presque Isle,ME,PQI
Westover ARB/Metropolitan Airport,MA,CEF
Owensboro Daviess County Airport,KY,OWB
Anniston Metropolitan Airport,AL,ANB
Danville Regional Airport,VA,DAN
Millville Municipal Airport,NJ,MIV
Hagerstown Regional Richard A Henson Field,MD,HGR
Draughon Miller Central Texas Regional Airport,TX,TPL
Mc Alester Regional Airport,OK,MLC
Millington Regional Jetport Airport,TN,NQA
Porter County Municipal Airport,IN,VPZ
Akron Fulton Intl,OH,AKR
Anderson Regional Airport,SC,AND
Dalhart Municipal Airport,TX,DHT
Elizabeth City Regional Airport & Coast Guard Air Station,NC,ECG
Ely Airport Yelland Field,NV,ELY
Evanston-Uinta County Airport-Burns Field,WY,EVW
Tipton Airport,MD,FME
Venango Regional Airport,PA,FKL
Las Vegas Municipal Airport,NM,LVS
Lawton Fort Sill Regional Airport,OK,LAW
Logan-Cache Airport,UT,LGU
North Island Naval Air Station-Halsey Field,CA,NZY
Ainsworth Municipal Airport,NE,ANW
Stanly County Airport,NC,VUJ
Bandon State Airport,OR,S05
Baraboo Wisconsin Dells Airport,WI,DLL
Bolivar Municipal Airport,MO,M17
Boonville Airport,CA,D83
Bryant Field,CA,O57
Burlington Alamance Regional Airport,NC,BUY
Lake in the Hills Airport,IL,3CK
Chiriaco Summit Airport,CA,L77
Custer County Airport,SD,CUT
Dansville Municipal Airport,NY,DSV
Davenport Municipal Airport,IA,DVN
Delta Municipal Airport,UT,DTA
Eloy Municipal Airport,AZ,E60
Fernandina Beach Municipal Airport,FL,FHB
Franklin Field,CA,F72
Franklin Municipal-John Beverly Rose Airport,VA,FKN
Smiley Creek Airport,ID,U87
Georgetown Airport,CA,E36
Grants Pass Airport,OR,3S8
Majors Airport,TX,GVT
Frazier Lake Airpark,CA,1C9
Lagrange Callaway Airport,GA,LGC
Lake City Gateway Airport,FL,LCQ
Llano Municipal Airport,TX,AQO
Lockhart Municipal Airport,TX,50R
Madera Municipal Airport,CA,MAE
Mansfield Municipal Airport,MA,1B9
Marion Municipal Airport,OH,MNN
Accomack County Airport,VA,MFV
Mena Intermountain Municipal Airport,AR,MEZ
Crystal Airport,MN,MIC
Charlotte-Monroe Executive Airport,NC,EQY
Siskiyou County Airport,CA,SIY
Moultrie Municipal Airport,GA,MGR
Pocono Mountains Municipal Airport,PA,MPO
Nampa Municipal Airport,ID,MAN
Ocracoke Island Airport,NC,W95
Grand Canyon West Airport,AZ,1G4
Poplar Grove Airport,IL,C77
Carl R Keller Field,OH,PCW
Princeton Airport,NJ,39N
Redlands Municipal Airport,CA,REI
Rogers Municipal Airport-Carter Field,AR,ROG
Rosamond Skypark Airport,CA,L00
South Valley Regional Airport,UT,U42
Griffing Sandusky Airport,OH,SKY
Sebring Regional Airport,FL,SEF
Penn Valley Airport,PA,SEG
Sheboygan County Memorial Airport,WI,SBM
Brookhaven Airport,NY,HWV
Show Low Regional Airport,AZ,SOW
Creve Coeur Airport,MO,1H0
Sussex Airport,NJ,FWN
Talkeetna Airport,AK,TKA
Tangier Island Airport,VA,TGI
New Jerusalem Airport,CA,1Q4
Grimes Field,OH,I74
Warsaw Municipal Airport,IN,ASW
North Palm Beach County General Aviation Airport,FL,F45
West Plains Municipal Airport,MO,UNO
South Arkansas Regional At Goodwin Field,AR,ELD
Robert Gray  Army Air Field Airport,TX,GRK
Wokal Field Glasgow Intl,MT,GGW
Frank Wiley Field,MT,MLS
Sitka Rocky Gutierrez Airport,AK,SIT
McChord Air Force Base,WA,TCM
Golden Triangle Regional Airport,MS,GTR
Chandler Field,MN,AXN
Zanesville Municipal Airport,OH,ZZV
Southern Illinois Airport,IL,MDH
Drake Field,AR,FYV
Northway Airport,AK,ORT
Palmer Municipal Airport,AK,PAQ
Pitt Greenville Airport,NC,PGV
Hattiesburg Bobby L Chain Municipal Airport,MS,HBG
Kinston Regional Jetport At Stallings Field,NC,ISO
Mc Cook Ben Nelson Regional Airport,NE,MCK
Wasilla Airport,AK,IYS
Afton Municipal Airport,WY,AFO
Allentown Queen City Municipal Airport,PA,XLL
Tradewind Airport,TX,TDW
Anacortes Airport,WA,74S
Western Carolina Regional Airport,NC,RHP
Orlando Apopka Airport,FL,X04
Nervino Airport,CA,O02
Bridgeport Municipal Airport,TX,XBP
Buckeye Municipal Airport,AZ,BXK
Polk County Airport- Cornelius Moore Field,GA,4A4
Clinton Municipal Airport,IA,CWI
Cortland County Chase Field,NY,N03
Covington Municipal Airport,GA,CVC
Greene County-Lewis A. Jackson Regional Airport,OH,I19
Delaware Airpark,DE,33N
Goodspeed Airport,CT,42B
Emporia Municipal Airport,KS,EMP
Delta County Airport,MI,ESC
Hicks Air Field,TX,T67
Gardner Municipal Airport,MA,GDM
Siletz Bay State Airport,OR,S45
Louisiana Regional Airport,LA,REG
Walter J. Koladza Airport,MA,GBR
Donaldson Center Airport,SC,GYH
Gustine Airport,CA,3O1
Hampton Airfield,NH,7B3
Hawthorne Industrial Airport,NV,HTH
Hazleton Municipal Airport,PA,HZL
Heber City Municipal Russ Mcdonald Field,UT,36U
Stark's Twin Oaks Airpark,OR,7S3
Jesup Wayne County Airport,GA,JES
Gastons Airport,AR,3M0
Lampasas Airport,TX,LZZ
Lancaster Airport,TX,LNC
Davidson County Airport,NC,EXX
Linden Airport,NJ,LDJ
Tri-County Regional Airport,WI,LNR
Flying W Airport,NJ,N14
Macon Downtown Airport,GA,MAC
Manitowoc County Airport,WI,MTW
Alpine County Airport,CA,M45
Marshfield Municipal George Harlow Field,MA,GHG
Meriden Markham Municipal Airport,CT,MMK
Baldwin County Airport,GA,MLJ
Firstair Field,WA,W16
Navasota Municipal Airport,TX,60R
Harriman and West Airport,MA,AQW
Olive Branch Airport,MS,OLV
Plant City Municipal Airport,FL,PCM
Pontiac Municipal Airport,IL,PNT
Mustang Beach Airport,TX,RAS
Port Isabel Cameron County Airport,TX,PIL
Pottstown Limerick Airport,PA,PTW
Rancho Murieta Airport,CA,RIU
Richfield Municipal Airport,UT,RIF
Knox County Regional Airport,ME,RKD
Rutherford County Marchman Field,NC,FQD
Safford Regional Airport,AZ,SAD
Harriet Alexander Field,CO,ANK
Sherman Municipal Airport,TX,SWI
North Texas Regional Airport/Perrin Field,TX,GYI
Siler City Municipal Airport,NC,SCR
Skaneateles Aero Drome Airport,NY,6B9
South St Paul Municipal Richard E Fleming field,MN,SGS
Lake Elmo Airport,MN,21D
Richard I Bong Airport,WI,SUW
Susanville Municipal Airport,CA,SVE
Tampa Executive Airport,FL,VDF
Telluride Regional Airport,CO,TEX
Thomaston Upson County Airport,GA,OPN
Bolinder Field Tooele Valley Airport,UT,TVY
Trinity Center Airport,CA,O86
Walnut Ridge Regional Airport,AR,ARG
Warrenton Fauquier Airport,VA,HWY
Watertown Municipal Airport,WI,RYV
Waterville Robert Lafleur Airport,ME,WVL
West Memphis Municipal Airport,AR,AWM
Palm Beach County Park Airport,FL,LNA
Kickapoo Downtown Airport,TX,CWC
Wilkes Barre Wyoming Valley Airport,PA,WBW
Ells Field Willits Municipal Airport,CA,O28
York Municipal Airport,NE,JYR
Lake Hood Seaplane Base,AK,LHD
Northwest Florida Beaches Intl,FL,ECP
Bradford Regional Airport,PA,BFD
Houghton County Memorial Airport,MI,CMX
Walla Walla Regional Airport,WA,ALW
Scott AFB/Midamerica Airport,IL,BLV
Molokai Airport,HI,MKK
Lanai Airport,HI,LNY
Lewistown Municipal Airport,MT,LWT
Ottumwa Regional Airport,IA,OTM
W K Kellogg Airport,MI,BTL
Eastern WV Regional Airport/Shepherd Field,WV,MRB
March ARB Airport,CA,RIV
Columbus Municipal Airport,IN,BAK
Chan Gurney Municipal Airport,SD,YKN
Edward F Knapp State Airport,VT,MPV
Brunswick Executive Airport,ME,BXM
Burley Municipal Airport,ID,BYI
Burns Municipal Airport,OR,BNO
Chadron Municipal Airport,NE,CDR
Lea County Regional Airport,NM,HOB
Albert J Ellis Airport,NC,OAJ
Barking Sands Airport,HI,BKH
Mission Field,MT,LVM
Derby Field,NV,LOL
Lumberton Regional Airport,NC,LBT
Grant County Intl,WA,MWH
Ozark Regional Airport,AR,BPK
Grider Field,AR,PBF
Sierra Blanca Regional Airport,NM,SRR
Wheeling Ohio County Airport,WV,HLG
Albany Municipal Airport,OR,S12
Lake Hood Strip,AK,Z41
Ankeny Regional Airport,IA,IKV
Arcadia Municipal Airport,FL,X06
Asheboro Regional Airport,NC,HBI
Newnan Coweta County Airport,GA,CCO
Battle Mountain Airport,NV,BAM
Southwest Michigan Regional Airport,MI,BEH
Bentonville Municipal-Louise M Thaden Field,AR,VBT
Big Creek Airport,ID,U60
Blairstown Airport,NJ,1N7
Brawley Municipal Airport,CA,BWC
Burlington Municipal Airport,WI,BUU
Burnet Municipal Kate Craddock Field,TX,BMQ
Wexford County Airport,MI,CAD
Fremont County Airport,CO,1V6
West Georgia Regional O V Gray Field,GA,CTJ
Cascade Airport,ID,U70
Stellar Airpark,AZ,P19
Horace Williams Airport,NC,IGX
Lewis University Airport,IL,LOT
Cleburne Municipal Airport,TX,CPT
Clovis Municipal Airport,NM,CVN
Mears Field Airport,WA,3W5
Cortez Municipal Airport,CO,CEZ
Richard Downing Airport,OH,I40
Greater Cumberland Regional Airport,MD,CBE
Currituck County Regional Airport,NC,ONX
Dauphin Island Airport,AL,4R9
Stovepipe Wells Airport,CA,L09
Decatur Municipal Airport,TX,LUD
New River Valley Airport,VA,PSK
Dunnellon Marion Co & Park of Commerce Airport,FL,X35
Ephraim-Fish Creek Airport,WI,3D2
Faribault Municipal Airport,MN,FBL
Fort Scott Municipal Airport,KS,FSK
Macon County Airport,NC,1A5
Galesburg Municipal Airport,IL,GBG
Glenwood Springs Municipal Airport,CO,GWS
San Carlos Apache Airport,AZ,P13
Cedar Mills Airport,TX,3T0
Valle Airport,AZ,40G
Galt Field,IL,10C
Grinnell Regional Airport,IA,GGI
Ocean Ridge Airport,CA,E55
Guthrie-Edmond Regional Airport,OK,GOK
Hamilton Municipal Airport,NY,VGC
Butler Co Regional Airport - Hogan Field,OH,HAO
Holbrook Municipal Airport,AZ,P14
Cherry Ridge Airport,PA,N30
Houston Southwest Airport,TX,AXH
Independence Municipal Airport,KS,IDP
Independence State Airport,OR,7S5
Inverness Airport,FL,INF
Jackpot Airport/Hayden Field,NV,06U
Hawkins Field,MS,HKS
Starke County Airport,IN,OXI
Fayette Regional Air Center Airport,TX,3T5
Lago Vista Tx Rusty Allen Airport,TX,RYW
Lee Vining Airport,CA,O24
Litchfield Municipal Airport,IL,3LF
Kingdon Airpark,CA,O20
Lone Pine\Death Valley Airport,CA,O26
Lordsburg Municipal Airport,NM,LSB
Malad City Airport,ID,MLD
Pinal Airpark,AZ,MZJ
Ak-Chin Regional Airport,AZ,A39
Lawrence J Timmerman Airport,WI,MWC
Mineral Wells Airport,TX,MWL
Turners Falls Airport,MA,0B5
Foothills Regional Airport,NC,MRN
Harry Clever Field,OH,PHD
Lt Warren Eaton Airport,NY,OIC
AJ Eisenberg Airport,WA,OKH
Odell Williamson Municipal Airport,NC,60J
Ocean Shores Municipal Airport,WA,W04
Palatka Municipal - Lt. Kay Larkin Field,FL,28J
Pecos Municipal Airport,TX,PEQ
St Clair County Airport,AL,PLR
Penn Yan Airport,NY,PEO
Wings Field,PA,LOM
Moore County Airport,NC,SOP
Robertson Field,CT,4B8
Portage Municipal Airport,WI,C47
Gansner Field,CA,2O1
Rantoul National Avn Center-Frank Elliot field,IL,TIP
Rialto Municipal Miro Field,CA,L67
Roche Harbor Airport,WA,WA09
Fulton County Airport,IN,RCR
Person County Airport,NC,TDF
Hummel Field,VA,W75
Saratoga County Airport,NY,5B2
Sebastian Municipal Airport,FL,X26
Northumberland County Airport,PA,N79
Upper Cumberland Regional Airport,TN,SRB
Downtown Airport,MO,3DW
St Charles County Smartt Airport,MO,SET
Sterling Airport,MA,3B3
Whiteside County Airport-Joseph H Bittorf Field,IL,SQI
Stevens Point Municipal Airport,WI,STE
Kirsch Municipal Airport,MI,IRS
Thief River Falls Regional Airport,MN,TVF
Henry Tift Myers Airport,GA,TMA
Ocean County Airport,NJ,MJX
Tullahoma Regional Arpt/Wm Northern Field,TN,THA
Wauchula Municipal Airport,FL,CHN
Waukesha County Airport,WI,UES
Weed Airport,CA,O46
West Bend Municipal Airport,WI,ETB
Middle Peninsula Regional Airport,VA,FYJ
Westport Airport,WA,14S
Cochise County Airport,AZ,P33
Windham Airport,CT,IJD
Worthington Municipal Airport,MN,OTG
Jack Browns Seaplane Base,FL,F57
Range Regional Airport,MN,HIB
Alpena County Regional Airport,MI,APN
Altoona Blair County Airport,PA,AOO
Raleigh County Memorial Airport,WV,BKW
Fort Dodge Regional Airport,IA,FOD
Mc Kellar Sipes Regional Airport,TN,MKL
Jamestown Regional Airport,ND,JMS
Waynesville-St. Robert Regional Forney field,MO,TBN
Dover Air Force Base,DE,DOV
Rocky Mount Wilson Regional Airport,NC,RWI
Cherry Point MCAS /Cunningham Field/,NC,NKT
Moffett Federal Airfield,CA,NUQ
Cuyahoga County Airport,OH,CGF
Elkins-Randolph Co-Jennings Randolph Field,WV,EKN
Kalaeloa Airport,HI,JRF
Kenai Municipal Airport,AK,ENA
Texas Gulf Coast Regional Airport,TX,LBX
Daniel Field,GA,DNL
Baker City Municipal Airport,OR,BKE
Bemidji Regional Airport,MN,BJI
Birchwood Airport,AK,BCV
Dickinson Theodore Roosevelt Regional Airport,ND,DIK
El Centro Naf Airport,CA,NJK
Jacksonville Naval Air Station,FL,NIP
Chautauqua County-Jamestown Airport,NY,JHW
Kimble County Airport,TX,JCT
Dillingham Airfield,HI,HDH
New Richmond Regional Airport,WI,RNH
Karl Stefan Memorial Airport,NE,OFK
Rawlins Municipal Airport/Harvey Field,WY,RWL
Sidney Municipal-Lloyd W Carr Field,NE,SNY
Tucumcari Municipal Airport,NM,TCC
Agua Caliente Airport,CA,L54
Colorado Plains Regional Airport,CO,AKO
Ardmore Downtown Executive Airport,OK,1F0
Michael J. Smith Field,NC,MRH
Beaufort County Airport,SC,ARW
Lloyd Stearman Field,KS,1K1
Berlin Regional Airport,NH,BML
Brigham City Airport,UT,BMC
Butler Memorial Airport,MO,BUM
Cameron Memorial Airport,MO,EZZ
Canandaigua Airport,NY,D38
Castroville Municipal Airport,TX,CVB
Lake Chelan Airport,WA,S10
Aurora Municipal Airport,IL,ARR
Chickasha Municipal Airport,OK,CHK
Chowchilla Airport,CA,2O6
Chester County G O Carlson Airport,PA,MQS
Habersham County Airport,GA,AJR
Council Bluffs Municipal Airport,IA,CBF
Culpeper Regional Airport,VA,CJR
Dalton Municipal Airport,GA,DNN
Vermilion Regional Airport,IL,DNV
Doylestown Airport,PA,DYL
Sky Harbor Airport,MN,DYT
Eaker Field,OK,DUA
Addington Field,KY,EKX
Elkhart Municipal Airport,IN,EKM
Enid Woodring Regional Airport,OK,WDG
Harnett Regional Jetport Airport,NC,HRJ
Seamans Field,PA,9N3
Fall River Mills Airport,CA,O89
Tiger Field,NV,N58
Capital City Airport,KY,FFT
Front Royal Warren County Airport,VA,FRR
Giddings Lee County Airport,TX,GYB
Monument Valley Airport,UT,UT25
Grand Prairie Municipal Airport,TX,GPM
Hammond Northshore Regional Airport,LA,HDC
Hornell Municipal Airport,NY,4G6
Weiser Air Park,TX,EYQ
Pearland Regional Airport,TX,LVJ
Mount Comfort Airport,IN,MQJ
Indianapolis Metropolitan Airport,IN,UMP
Cecil Airport,FL,VQQ
Pickens County Airport,GA,JZP
Kemmerer Municipal Airport,WY,EMM
Keokuk Municipal Airport,IA,EOK
Chennault Intl,LA,CWF
Lake County Airport,OR,LKV
Whidbey Air Park,WA,W10
Lima Allen County Airport,OH,AOH
Suwannee County Airport,FL,24J
Lorain County Regional Airport,OH,LPR
Louisa County Airport/Freeman Field,VA,LKU
Triangle North Executive Airport,NC,LHZ
Central Jersey Regional Airport,NJ,47N
Williamson County Regional Airport,IL,MWA
Marshfield Municipal Airport,WI,MFI
Union County Airport,OH,MRT
Menomonie Municipal Score Field,WI,LUM
Mexia Limestone County Airport,TX,LXY
Middletown Regional-Hook Field Municipal Airport,OH,MWO
Airlake Airport,MN,LVN
Omar N Bradley Airport,MO,MBY
Montague-Yreka Rohrer Field,CA,1O5
Mount Pleasant Regional Airport,TX,OSA
Murfreesboro Municipal Airport,TN,MBT
New Market Airport,VA,8W2
Newton City-County Airport,KS,EWK
Ocean City Municipal Airport,NJ,26N
Ocotillo Airport,CA,L90
Sundance Airpark,OK,HSD
Haigh Field,CA,O37
Lake Murray State Park Airport,OK,1F1
Palacios Municipal Airport,TX,PSX
Miami County Airport,KS,K81
Perry-Foley Airport,FL,40J
Portage County Airport,OH,POV
Solberg Hunterdon Airport,NJ,N51
hln,WI,RPD
Northwest Regional Airport,TX,52F
Trenton Robbinsville Airport,NJ,N87
Sandpoint Airport,ID,SZT
Sedalia Memorial Airport,MO,DMO
Sequim Valley Airport,WA,W28
Silver Springs Airport,NV,SPZ
Johnston County Airport,NC,JNX
Smithville Crawford Municipal Airport,TX,84R
Somerset Airport,NJ,SMQ
Black Hills Airport-Clyde Ice Field,SD,SPF
Spencer Municipal Airport,IA,SPW
St Charles Airport,MO,3SQ
Mackinac County Airport,MI,83D
Talladega Municipal Airport,AL,ASN
Taunton Municipal King Field,MA,TAN
Taylor Municipal Airport,TX,T74
Taylorville Municipal Airport,IL,TAZ
Terrell Municipal Airport,TX,TRL
